config,family,pattern,width,center_lat,n_gliders_cell,n_gliders_total,cell_height_deg,min_depth,max_depth,nc_path,rms,mean_bias,corr,w_est_std,w_model_std,w_est_mean,w_model_mean,norm_rms,n,w_est_mean_se,w_model_mean_se,mean_bias_se,n_eff,n_eff_model,n_eff_est,tau
equator_3cell_w1.0,equator,equator_3cell,1.0,1.0,2,6,2.0,8,120,data/equator_3cell_w1.0__cell_+1.00.nc,4.028061353198695e-05,-3.441363172482251e-06,0.7184838852756035,5.064792516154089e-05,5.5616889000314686e-05,-1.1937306060305156e-06,2.2476325664517346e-06,0.7242514685019336,36936,5.397933380617623e-06,6.243565499046404e-06,6.507516515756478e-06,28.454388243137373,63.7202613110979,57.97214401321814,22.773288761753104
equator_3cell_w1.5,equator,equator_3cell,1.5,-1.0,2,6,2.0,8,120,data/equator_3cell_w1.5__cell_-1.00.nc,2.445122145016325e-05,-8.960490070757562e-07,0.8420921165619187,4.3618720230655526e-05,4.333639459588269e-05,6.232337779627176e-06,7.128386786702931e-06,0.5642190975546987,36936,7.887412633280445e-06,4.9059859789552235e-06,3.395685530191838e-06,36.56443235596205,63.222992470279884,21.712987929091888,17.72214029446952
equator_3cell_w1.5,equator,equator_3cell,1.5,0.0,2,6,2.0,8,120,data/equator_3cell_w1.5__cell_+0.00.nc,2.9886945264588247e-05,3.0868046952619276e-06,0.8167784071989969,5.088585837971892e-05,4.6228249294811586e-05,1.3080840390271326e-05,9.994035695009399e-06,0.6465082654112666,36936,5.619258077956308e-06,4.5386312748176085e-06,4.490330075039789e-06,29.215056916639067,76.54532022523244,53.59990698087119,22.18034357588192
equator_3cell_w1.5,equator,equator_3cell,1.5,1.0,2,6,2.0,8,120,data/equator_3cell_w1.5__cell_+1.00.nc,4.4343841891293e-05,-3.5994975797592895e-06,0.5913702592758413,4.7699525190547097e-05,4.9976659711038995e-05,-7.680142445863249e-07,2.831483335172966e-06,0.887291030406704,36936,6.350565716029013e-06,5.555968239657443e-06,6.704520290370248e-06,32.812478457614795,65.4519977851161,37.50230847808261,19.748584394106278
equator_3cell_w2.0,equator,equator_3cell,2.0,-1.0,2,6,2.0,8,120,data/equator_3cell_w2.0__cell_-1.00.nc,2.3625589531645802e-05,-1.3472565251598158e-06,0.8357582367025185,4.201855687539479e-05,4.0018669223321e-05,6.186294362770901e-06,7.533550887930716e-06,0.5903641972651584,36936,8.211512020939676e-06,4.472127376230903e-06,3.6432125689329026e-06,29.918804675352465,64.89552712836038,18.975265048402672,21.65861928748215
equator_3cell_w2.0,equator,equator_3cell,2.0,0.0,2,6,2.0,8,120,data/equator_3cell_w2.0__cell_+0.00.nc,3.318610607964243e-05,5.511626301997262e-06,0.7610287456256059,4.981906987615339e-05,4.305688458345735e-05,1.627655212250753e-05,1.0764925820510266e-05,0.770750285365344,36936,5.674273193363592e-06,4.299840183141707e-06,5.661316240001736e-06,22.96714599926355,74.88086263649386,49.79332629415222,28.214215210752712
equator_3cell_w2.0,equator,equator_3cell,2.0,1.0,2,6,2.0,8,120,data/equator_3cell_w2.0__cell_+1.00.nc,4.6863052492267696e-05,-1.6460994583914069e-06,0.5569926945954817,5.262157948167851e-05,4.6146458126124576e-05,1.5437544847291435e-06,3.18985394312055e-06,1.0155286970060533,36936,8.316305407451053e-06,5.09624162745161e-06,7.664692993059145e-06,27.753510925632007,66.44901544611656,27.620643493613375,23.348397315798113
equator_hex1deg_w0.25,equator,equator_hex1deg,0.25,0.0,6,6,1.0,8,120,data/equator_hex1deg_w0.25__cell_+0.00.nc,1.8473991128638357e-05,1.3010121392905696e-06,0.9640338378537636,6.793431220068915e-05,6.917782277585541e-05,9.672129636427532e-06,8.371117497136962e-06,0.2670507741837488,36936,5.405134050771185e-06,5.802754869740616e-06,1.6530334577784074e-06,87.34307596667405,99.00452651690247,96.0153687881181,7.419019685627352
equator_hex1deg_w0.5,equator,equator_hex1deg,0.5,0.0,6,6,1.0,8,120,data/equator_hex1deg_w0.5__cell_+0.00.nc,1.3553034340553708e-05,-1.4603643845334283e-07,0.9783342404420757,6.257859486631892e-05,6.519920294645597e-05,8.33562095817575e-06,8.481657396629091e-06,0.20787116602765784,36936,5.2132300408329875e-06,5.721057111492785e-06,1.1712021752302871e-06,105.88133994121242,93.45593165530491,90.96601387683523,6.120058551958102
equator_hex1deg_w0.75,equator,equator_hex1deg,0.75,0.0,6,6,1.0,8,120,data/equator_hex1deg_w0.75__cell_+0.00.nc,1.3179910852587841e-05,3.625377844375792e-07,0.977358048498335,6.123314874335516e-05,6.223604123199599e-05,9.316730951572665e-06,8.954193167135085e-06,0.2117729629276606,36936,5.302091753364739e-06,5.631496619198952e-06,1.2237221223597658e-06,91.47314631663387,89.16624450233563,86.03586488093286,7.084046259401103
equator_hex1deg_w1.0,equator,equator_hex1deg,1.0,0.0,6,6,1.0,8,120,data/equator_hex1deg_w1.0__cell_+0.00.nc,1.3870165431318642e-05,1.240550105709287e-06,0.973089798385801,5.963866017903531e-05,5.944494402716762e-05,1.0884858494160456e-05,9.64430838845117e-06,0.2333279248270413,36936,5.2952060365468724e-06,5.471866496379301e-06,1.34204895533992e-06,81.95641524686907,86.92754244628652,82.71894804454838,7.906641573427715
equator_hex1deg_w1.5,equator,equator_hex1deg,1.5,0.0,6,6,1.0,8,120,data/equator_hex1deg_w1.5__cell_+0.00.nc,1.718132256742064e-05,2.6529093299005844e-06,0.9528898029963738,5.594736486103513e-05,5.374389062647836e-05,1.3796629731540408e-05,1.1143720401639823e-05,0.3196888496002521,36936,5.221558815243538e-06,5.058632857237017e-06,1.8668964976908386e-06,56.20772478919833,83.75868626871792,75.3725043417947,11.528664475039005
equator_hex1deg_w2.0,equator,equator_hex1deg,2.0,0.0,6,6,1.0,8,120,data/equator_hex1deg_w2.0__cell_+0.00.nc,2.1199314806213427e-05,1.6726361631459085e-06,0.9196084652224408,5.3760588879620557e-05,4.866626224121786e-05,1.372522188788753e-05,1.2052585724741621e-05,0.43560597896623915,36936,5.278223737216908e-06,4.6592599197442925e-06,2.7822713128219825e-06,38.3377889282854,81.8330175900112,69.65093247830364,16.902383212869882
equator_hex2deg_w0.25,equator,equator_hex2deg,0.25,0.0,4,4,2.0,8,120,data/equator_hex2deg_w0.25__cell_+0.00.nc,2.4184401210167788e-05,1.434284537080988e-06,0.8944181366093098,5.290621611999673e-05,5.211289988785555e-05,9.707364463365187e-06,8.2730799262842e-06,0.4640770569707588,36936,4.4365583069659955e-06,4.662288916883243e-06,2.631746477701547e-06,53.72123973392493,85.15440410560889,87.39895223883505,12.062268168223012
equator_hex2deg_w0.5,equator,equator_hex2deg,0.5,0.0,4,4,2.0,8,120,data/equator_hex2deg_w0.5__cell_+0.00.nc,1.9538451839082037e-05,1.396956648244766e-06,0.918964712165739,4.6820326537512994e-05,4.9264250232400645e-05,1.0066573058684261e-05,8.669616410439496e-06,0.39660507867085687,36936,4.100408022350477e-06,4.6199316832924875e-06,3.053277892242155e-06,28.16940299727665,81.1282649661278,81.2045264333403,23.00368240188289
equator_hex2deg_w0.75,equator,equator_hex2deg,0.75,0.0,4,4,2.0,8,120,data/equator_hex2deg_w0.75__cell_+0.00.nc,1.47869562170871e-05,6.180222522838024e-07,0.9494430328275328,4.476525995789502e-05,4.705937513053622e-05,9.64490661524839e-06,9.026884362964588e-06,0.3142191364859844,36936,4.070938637657488e-06,4.5513890581138345e-06,2.1021993063615422e-06,33.45729055402592,77.91833474044977,77.24700260826572,19.36797598579082
